장기요양기관코드,기관유형코드,기관유형명,정원,현원,
24157000454,B01,재가노인복지시설 방문요양,0 ,1 ,
24157000454,B02,재가노인복지시설 방문목욕,0 ,0 ,
24157000459,B01,재가노인복지시설 방문요양,0 ,12 ,
24157000459,B02,재가노인복지시설 방문목욕,0 ,0 ,
24157000464,B05,재가노인복지시설 방문간호,0 ,3 ,
24157000465,B01,재가노인복지시설 방문요양,0 ,3 ,
24157000465,B02,재가노인복지시설 방문목욕,0 ,0 ,
24157000465,B05,재가노인복지시설 방문간호,0 ,0 ,
24157000467,B01,재가노인복지시설 방문요양,0 ,4 ,
24157000467,B03,재가노인복지시설 주야간보호,22 ,15 ,
24157000471,B01,재가노인복지시설 방문요양,0 ,0 ,
24157000471,B02,재가노인복지시설 방문목욕,0 ,0 ,
24157000476,B01,재가노인복지시설 방문요양,7 ,6 ,
24157000476,B03,재가노인복지시설 주야간보호,60 ,57 ,
24159000012,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000012,B03,재가노인복지시설 주야간보호,9 ,1 ,
24159000037,B03,재가노인복지시설 주야간보호,9 ,5 ,
24159000047,B03,재가노인복지시설 주야간보호,22 ,18 ,
24159000066,B03,재가노인복지시설 주야간보호,14 ,14 ,
24159000106,B03,재가노인복지시설 주야간보호,22 ,1 ,
24159000185,B03,재가노인복지시설 주야간보호,24 ,24 ,
24159000197,B01,재가노인복지시설 방문요양,0 ,60 ,
24159000197,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000220,B01,재가노인복지시설 방문요양,0 ,31 ,
24159000220,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000273,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000273,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000273,B03,재가노인복지시설 주야간보호,42 ,33 ,
24159000290,B01,재가노인복지시설 방문요양,0 ,72 ,
24159000290,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000319,B01,재가노인복지시설 방문요양,0 ,2 ,
24159000319,B03,재가노인복지시설 주야간보호,50 ,35 ,
24159000344,B01,재가노인복지시설 방문요양,0 ,32 ,
24159000344,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000344,B03,재가노인복지시설 주야간보호,45 ,35 ,
24159000380,B01,재가노인복지시설 방문요양,0 ,90 ,
24159000380,B02,재가노인복지시설 방문목욕,0 ,2 ,
24159000387,B01,재가노인복지시설 방문요양,0 ,2 ,
24159000387,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000387,B03,재가노인복지시설 주야간보호,41 ,33 ,
24159000387,B05,재가노인복지시설 방문간호,0 ,0 ,
24159000393,B03,재가노인복지시설 주야간보호,35 ,27 ,
24159000407,B01,재가노인복지시설 방문요양,0 ,44 ,
24159000407,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000409,B03,재가노인복지시설 주야간보호,23 ,13 ,
24159000414,B01,재가노인복지시설 방문요양,0 ,62 ,
24159000414,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000423,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000423,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000423,B03,재가노인복지시설 주야간보호,84 ,47 ,
24159000423,B04,재가노인복지시설 단기보호,4 ,0 ,
24159000425,B03,재가노인복지시설 주야간보호,43 ,29 ,
24159000432,B03,재가노인복지시설 주야간보호,62 ,32 ,
24159000437,B03,재가노인복지시설 주야간보호,44 ,44 ,
24159000439,B01,재가노인복지시설 방문요양,0 ,35 ,
24159000439,B02,재가노인복지시설 방문목욕,0 ,2 ,
24159000439,B03,재가노인복지시설 주야간보호,54 ,27 ,
24159000443,B03,재가노인복지시설 주야간보호,47 ,42 ,
24159000445,B01,재가노인복지시설 방문요양,0 ,11 ,
24159000445,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000449,B01,재가노인복지시설 방문요양,0 ,33 ,
24159000449,B02,재가노인복지시설 방문목욕,0 ,4 ,
24159000454,B03,재가노인복지시설 주야간보호,45 ,33 ,
24159000455,B03,재가노인복지시설 주야간보호,50 ,16 ,
24159000459,B03,재가노인복지시설 주야간보호,49 ,48 ,
24159000464,B03,재가노인복지시설 주야간보호,54 ,43 ,
24159000473,B03,재가노인복지시설 주야간보호,9 ,8 ,
24159000484,B06,재가노인복지시설 복지용구,0 ,0 ,
24159000491,B01,재가노인복지시설 방문요양,0 ,19 ,
24159000491,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000494,B01,재가노인복지시설 방문요양,0 ,42 ,
24159000494,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000496,B01,재가노인복지시설 방문요양,0 ,45 ,
24159000496,B02,재가노인복지시설 방문목욕,0 ,67 ,
24159000497,B01,재가노인복지시설 방문요양,0 ,23 ,
24159000497,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000497,B03,재가노인복지시설 주야간보호,24 ,6 ,
24159000497,B05,재가노인복지시설 방문간호,0 ,0 ,
24159000498,B01,재가노인복지시설 방문요양,0 ,29 ,
24159000498,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000499,B01,재가노인복지시설 방문요양,0 ,44 ,
24159000499,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000500,B03,재가노인복지시설 주야간보호,9 ,7 ,
24159000508,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000508,B05,재가노인복지시설 방문간호,0 ,0 ,
24159000509,B01,재가노인복지시설 방문요양,0 ,27 ,
24159000509,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000510,B01,재가노인복지시설 방문요양,0 ,22 ,
24159000512,B01,재가노인복지시설 방문요양,0 ,19 ,
24159000512,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000512,B03,재가노인복지시설 주야간보호,31 ,29 ,
24159000520,B01,재가노인복지시설 방문요양,0 ,7 ,
24159000520,B03,재가노인복지시설 주야간보호,28 ,25 ,
24159000521,B01,재가노인복지시설 방문요양,0 ,20 ,
24159000521,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000523,B03,재가노인복지시설 주야간보호,21 ,16 ,
24159000524,B01,재가노인복지시설 방문요양,0 ,19 ,
24159000525,B01,재가노인복지시설 방문요양,0 ,31 ,
24159000532,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000532,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000533,B01,재가노인복지시설 방문요양,0 ,40 ,
24159000533,B02,재가노인복지시설 방문목욕,0 ,2 ,
24159000538,B01,재가노인복지시설 방문요양,0 ,25 ,
24159000538,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000547,B01,재가노인복지시설 방문요양,0 ,13 ,
24159000547,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000547,B03,재가노인복지시설 주야간보호,31 ,25 ,
24159000555,B01,재가노인복지시설 방문요양,0 ,2 ,
24159000555,B03,재가노인복지시설 주야간보호,20 ,19 ,
24159000557,B02,재가노인복지시설 방문목욕,0 ,49 ,
24159000561,B01,재가노인복지시설 방문요양,0 ,17 ,
24159000567,B01,재가노인복지시설 방문요양,0 ,28 ,
24159000567,B02,재가노인복지시설 방문목욕,0 ,3 ,
24159000567,B05,재가노인복지시설 방문간호,0 ,13 ,
24159000569,B01,재가노인복지시설 방문요양,0 ,29 ,
24159000569,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000570,B03,재가노인복지시설 주야간보호,35 ,36 ,
24159000576,B01,재가노인복지시설 방문요양,0 ,6 ,
24159000578,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000584,B03,재가노인복지시설 주야간보호,9 ,1 ,
24159000589,B01,재가노인복지시설 방문요양,0 ,51 ,
24159000589,B02,재가노인복지시설 방문목욕,0 ,5 ,
24159000589,B05,재가노인복지시설 방문간호,0 ,37 ,
24159000590,B01,재가노인복지시설 방문요양,0 ,26 ,
24159000592,B01,재가노인복지시설 방문요양,0 ,8 ,
24159000592,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000595,B03,재가노인복지시설 주야간보호,36 ,36 ,
24159000596,B01,재가노인복지시설 방문요양,0 ,16 ,
24159000596,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000600,B01,재가노인복지시설 방문요양,0 ,6 ,
24159000601,B03,재가노인복지시설 주야간보호,39 ,37 ,
24159000605,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000605,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000605,B03,재가노인복지시설 주야간보호,0 ,0 ,
24159000605,H31,주야간보호내치매전담1실,25 ,22 ,
24159000606,B03,재가노인복지시설 주야간보호,47 ,39 ,
24159000613,B01,재가노인복지시설 방문요양,0 ,10 ,
24159000613,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000613,B03,재가노인복지시설 주야간보호,30 ,23 ,
24159000614,B01,재가노인복지시설 방문요양,0 ,24 ,
24159000614,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000615,B03,재가노인복지시설 주야간보호,43 ,29 ,
24159000618,B01,재가노인복지시설 방문요양,0 ,25 ,
24159000619,B01,재가노인복지시설 방문요양,0 ,25 ,
24159000619,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000625,B01,재가노인복지시설 방문요양,0 ,38 ,
24159000625,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000626,B03,재가노인복지시설 주야간보호,22 ,21 ,
24159000630,B01,재가노인복지시설 방문요양,0 ,5 ,
24159000630,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000631,B01,재가노인복지시설 방문요양,0 ,23 ,
24159000631,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000632,B01,재가노인복지시설 방문요양,0 ,2 ,
24159000632,B03,재가노인복지시설 주야간보호,59 ,57 ,
24159000642,B03,재가노인복지시설 주야간보호,63 ,36 ,
24159000651,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000651,B03,재가노인복지시설 주야간보호,38 ,23 ,
24159000653,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000653,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000656,B01,재가노인복지시설 방문요양,0 ,3 ,
24159000657,B01,재가노인복지시설 방문요양,0 ,3 ,
24159000657,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000667,B01,재가노인복지시설 방문요양,0 ,2 ,
24159000667,B03,재가노인복지시설 주야간보호,36 ,23 ,
24159000677,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000683,B01,재가노인복지시설 방문요양,0 ,28 ,
24159000684,B01,재가노인복지시설 방문요양,0 ,11 ,
24159000684,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000686,B01,재가노인복지시설 방문요양,0 ,50 ,
24159000686,B02,재가노인복지시설 방문목욕,0 ,13 ,
24159000686,B03,재가노인복지시설 주야간보호,14 ,9 ,
24159000686,B05,재가노인복지시설 방문간호,0 ,43 ,
24159000689,B01,재가노인복지시설 방문요양,0 ,4 ,
24159000689,B03,재가노인복지시설 주야간보호,79 ,61 ,
24159000690,B03,재가노인복지시설 주야간보호,50 ,36 ,
24159000693,B01,재가노인복지시설 방문요양,0 ,3 ,
24159000693,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000694,B01,재가노인복지시설 방문요양,0 ,7 ,
24159000696,B03,재가노인복지시설 주야간보호,36 ,19 ,
24159000697,B03,재가노인복지시설 주야간보호,57 ,35 ,
24159000699,B01,재가노인복지시설 방문요양,0 ,3 ,
24159000700,B03,재가노인복지시설 주야간보호,18 ,4 ,
24159000702,B03,재가노인복지시설 주야간보호,39 ,19 ,
24159000703,B01,재가노인복지시설 방문요양,0 ,22 ,
24159000703,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000708,B01,재가노인복지시설 방문요양,0 ,33 ,
24159000708,B02,재가노인복지시설 방문목욕,0 ,1 ,
24159000710,B01,재가노인복지시설 방문요양,0 ,5 ,
24159000710,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000711,B01,재가노인복지시설 방문요양,0 ,0 ,
24159000711,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000711,B03,재가노인복지시설 주야간보호,53 ,48 ,
24159000720,B01,재가노인복지시설 방문요양,0 ,21 ,
24159000720,B02,재가노인복지시설 방문목욕,0 ,0 ,
24159000728,B03,재가노인복지시설 주야간보호,43 ,26 ,
24161000016,B03,재가노인복지시설 주야간보호,34 ,34 ,
24161000206,B05,재가노인복지시설 방문간호,0 ,39 ,
24161000207,B03,재가노인복지시설 주야간보호,35 ,37 ,
24161000208,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000208,B03,재가노인복지시설 주야간보호,36 ,30 ,
24161000213,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000213,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000213,B03,재가노인복지시설 주야간보호,45 ,41 ,
24161000219,B01,재가노인복지시설 방문요양,0 ,19 ,
24161000219,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000221,B01,재가노인복지시설 방문요양,0 ,32 ,
24161000221,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000226,B01,재가노인복지시설 방문요양,0 ,46 ,
24161000227,B06,재가노인복지시설 복지용구,0 ,120 ,
24161000228,B01,재가노인복지시설 방문요양,0 ,29 ,
24161000228,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000228,B05,재가노인복지시설 방문간호,0 ,12 ,
24161000229,B01,재가노인복지시설 방문요양,0 ,53 ,
24161000229,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000238,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000238,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000240,B01,재가노인복지시설 방문요양,0 ,55 ,
24161000240,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000241,B01,재가노인복지시설 방문요양,0 ,53 ,
24161000241,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000242,B01,재가노인복지시설 방문요양,0 ,69 ,
24161000242,B02,재가노인복지시설 방문목욕,0 ,1 ,
24161000250,B03,재가노인복지시설 주야간보호,19 ,16 ,
24161000253,B01,재가노인복지시설 방문요양,0 ,47 ,
24161000253,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000257,B01,재가노인복지시설 방문요양,15 ,0 ,
24161000261,B01,재가노인복지시설 방문요양,0 ,5 ,
24161000261,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000267,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000267,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000268,B03,재가노인복지시설 주야간보호,28 ,26 ,
24161000270,B01,재가노인복지시설 방문요양,0 ,19 ,
24161000270,B03,재가노인복지시설 주야간보호,54 ,27 ,
24161000271,B01,재가노인복지시설 방문요양,0 ,32 ,
24161000271,B02,재가노인복지시설 방문목욕,0 ,9 ,
24161000275,B03,재가노인복지시설 주야간보호,30 ,8 ,
24161000276,B01,재가노인복지시설 방문요양,0 ,85 ,
24161000276,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000282,B03,재가노인복지시설 주야간보호,26 ,23 ,
24161000284,B01,재가노인복지시설 방문요양,0 ,55 ,
24161000284,B02,재가노인복지시설 방문목욕,0 ,1 ,
24161000284,B03,재가노인복지시설 주야간보호,34 ,34 ,
24161000286,B01,재가노인복지시설 방문요양,0 ,6 ,
24161000286,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000289,B03,재가노인복지시설 주야간보호,41 ,25 ,
24161000290,B03,재가노인복지시설 주야간보호,33 ,33 ,
24161000292,B03,재가노인복지시설 주야간보호,42 ,25 ,
24161000297,B01,재가노인복지시설 방문요양,0 ,1 ,
24161000297,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000298,B03,재가노인복지시설 주야간보호,24 ,12 ,
24161000300,B01,재가노인복지시설 방문요양,0 ,3 ,
24161000300,B03,재가노인복지시설 주야간보호,24 ,11 ,
24161000303,B01,재가노인복지시설 방문요양,0 ,1 ,
24161000306,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000306,B02,재가노인복지시설 방문목욕,0 ,0 ,
24161000310,B01,재가노인복지시설 방문요양,0 ,0 ,
24161000310,B03,재가노인복지시설 주야간보호,38 ,19 ,
24161000312,B03,재가노인복지시설 주야간보호,75 ,3 ,
24163000030,B01,재가노인복지시설 방문요양,0 ,25 ,
24163000030,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000030,B03,재가노인복지시설 주야간보호,21 ,21 ,
24163000378,B01,재가노인복지시설 방문요양,0 ,2 ,
24163000378,B03,재가노인복지시설 주야간보호,25 ,21 ,
24163000380,B01,재가노인복지시설 방문요양,0 ,6 ,
24163000380,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000380,B03,재가노인복지시설 주야간보호,56 ,47 ,
24163000384,B01,재가노인복지시설 방문요양,0 ,23 ,
24163000384,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000384,B03,재가노인복지시설 주야간보호,29 ,10 ,
24163000391,B03,재가노인복지시설 주야간보호,22 ,0 ,
24163000396,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000397,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000397,B03,재가노인복지시설 주야간보호,42 ,31 ,
24163000399,B01,재가노인복지시설 방문요양,0 ,9 ,
24163000404,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000404,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000404,B03,재가노인복지시설 주야간보호,24 ,18 ,
24163000410,B01,재가노인복지시설 방문요양,0 ,33 ,
24163000412,B01,재가노인복지시설 방문요양,0 ,32 ,
24163000412,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000422,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000422,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000422,B03,재가노인복지시설 주야간보호,9 ,3 ,
24163000432,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000438,B03,재가노인복지시설 주야간보호,24 ,26 ,
24163000440,B01,재가노인복지시설 방문요양,0 ,2 ,
24163000443,B01,재가노인복지시설 방문요양,0 ,8 ,
24163000443,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000443,B03,재가노인복지시설 주야간보호,37 ,24 ,
24163000444,B01,재가노인복지시설 방문요양,0 ,5 ,
24163000446,B01,재가노인복지시설 방문요양,0 ,4 ,
24163000446,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000447,B03,재가노인복지시설 주야간보호,18 ,4 ,
24163000456,B01,재가노인복지시설 방문요양,0 ,1 ,
24163000456,B03,재가노인복지시설 주야간보호,29 ,14 ,
24163000461,B04,재가노인복지시설 단기보호,8 ,0 ,
24163000462,B06,재가노인복지시설 복지용구,0 ,0 ,
24163000471,B01,재가노인복지시설 방문요양,0 ,12 ,
24163000475,B01,재가노인복지시설 방문요양,0 ,28 ,
24163000475,B03,재가노인복지시설 주야간보호,100 ,103 ,
24163000476,B01,재가노인복지시설 방문요양,0 ,1 ,
24163000476,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000477,B03,재가노인복지시설 주야간보호,30 ,29 ,
24163000479,B01,재가노인복지시설 방문요양,0 ,42 ,
24163000481,B01,재가노인복지시설 방문요양,0 ,2 ,
24163000481,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000483,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000483,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000483,B03,재가노인복지시설 주야간보호,50 ,50 ,
24163000484,B01,재가노인복지시설 방문요양,0 ,30 ,
24163000485,B01,재가노인복지시설 방문요양,0 ,27 ,
24163000492,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000492,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000500,B01,재가노인복지시설 방문요양,15 ,0 ,
24163000500,B03,재가노인복지시설 주야간보호,65 ,45 ,
24163000501,B01,재가노인복지시설 방문요양,16 ,1 ,
24163000503,B01,재가노인복지시설 방문요양,15 ,0 ,
24163000503,B03,재가노인복지시설 주야간보호,56 ,50 ,
24163000511,B03,재가노인복지시설 주야간보호,22 ,4 ,
24163000512,B03,재가노인복지시설 주야간보호,9 ,6 ,
24163000513,B01,재가노인복지시설 방문요양,0 ,1 ,
24163000514,B03,재가노인복지시설 주야간보호,9 ,0 ,
24163000514,B04,재가노인복지시설 단기보호,4 ,0 ,
24163000515,B03,재가노인복지시설 주야간보호,9 ,4 ,
24163000519,B01,재가노인복지시설 방문요양,0 ,0 ,
24163000519,B03,재가노인복지시설 주야간보호,29 ,22 ,
24163000520,B03,재가노인복지시설 주야간보호,9 ,2 ,
24163000520,B04,재가노인복지시설 단기보호,4 ,2 ,
24163000525,B01,재가노인복지시설 방문요양,0 ,1 ,
24163000525,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000527,B01,재가노인복지시설 방문요양,0 ,21 ,
24163000527,B03,재가노인복지시설 주야간보호,9 ,7 ,
24163000527,B05,재가노인복지시설 방문간호,0 ,1 ,
24163000531,B01,재가노인복지시설 방문요양,0 ,3 ,
24163000531,B02,재가노인복지시설 방문목욕,0 ,0 ,
24163000533,B03,재가노인복지시설 주야간보호,18 ,5 ,
24165000277,B03,재가노인복지시설 주야간보호,32 ,17 ,
24165000307,B01,재가노인복지시설 방문요양,0 ,7 ,
24165000317,B01,재가노인복지시설 방문요양,0 ,13 ,
24165000320,B03,재가노인복지시설 주야간보호,15 ,14 ,
24165000323,B01,재가노인복지시설 방문요양,0 ,51 ,
24165000323,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000323,B03,재가노인복지시설 주야간보호,14 ,11 ,
24165000325,B01,재가노인복지시설 방문요양,0 ,0 ,
24165000325,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000325,B03,재가노인복지시설 주야간보호,36 ,29 ,
24165000327,B01,재가노인복지시설 방문요양,0 ,82 ,
24165000327,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000331,B01,재가노인복지시설 방문요양,0 ,34 ,
24165000331,B02,재가노인복지시설 방문목욕,0 ,34 ,
24165000334,B01,재가노인복지시설 방문요양,0 ,29 ,
24165000341,B03,재가노인복지시설 주야간보호,31 ,30 ,
24165000345,B01,재가노인복지시설 방문요양,0 ,12 ,
24165000345,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000349,B01,재가노인복지시설 방문요양,0 ,4 ,
24165000349,B03,재가노인복지시설 주야간보호,40 ,32 ,
24165000359,B01,재가노인복지시설 방문요양,0 ,0 ,
24165000359,B03,재가노인복지시설 주야간보호,53 ,30 ,
24165000364,B01,재가노인복지시설 방문요양,0 ,5 ,
24165000366,B01,재가노인복지시설 방문요양,0 ,0 ,
24165000366,B03,재가노인복지시설 주야간보호,30 ,17 ,
24165000367,B01,재가노인복지시설 방문요양,0 ,14 ,
24165000371,B03,재가노인복지시설 주야간보호,30 ,27 ,
24165000372,B03,재가노인복지시설 주야간보호,16 ,12 ,
24165000386,B01,재가노인복지시설 방문요양,0 ,0 ,
24165000386,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000386,B03,재가노인복지시설 주야간보호,9 ,4 ,
24165000388,B01,재가노인복지시설 방문요양,0 ,31 ,
24165000389,B01,재가노인복지시설 방문요양,0 ,4 ,
24165000389,B03,재가노인복지시설 주야간보호,33 ,27 ,
24165000390,B01,재가노인복지시설 방문요양,0 ,40 ,
24165000390,B02,재가노인복지시설 방문목욕,0 ,2 ,
24165000391,B01,재가노인복지시설 방문요양,0 ,14 ,
24165000391,B02,재가노인복지시설 방문목욕,0 ,0 ,
24165000395,B01,재가노인복지시설 방문요양,0 ,4 ,
24165000395,B03,재가노인복지시설 주야간보호,29 ,25 ,
24165000402,B03,재가노인복지시설 주야간보호,9 ,5 ,
24165000405,B01,재가노인복지시설 방문요양,0 ,31 ,
24165000405,B03,재가노인복지시설 주야간보호,21 ,19 ,
24165000406,B01,재가노인복지시설 방문요양,0 ,1 ,
24165000407,B01,재가노인복지시설 방문요양,0 ,26 ,
24165000407,B03,재가노인복지시설 주야간보호,30 ,29 ,
24165000408,B01,재가노인복지시설 방문요양,0 ,12 ,
24165000417,B03,재가노인복지시설 주야간보호,29 ,25 ,
24165000418,B01,재가노인복지시설 방문요양,0 ,3 ,
24165000418,B03,재가노인복지시설 주야간보호,27 ,25 ,
24165000419,B01,재가노인복지시설 방문요양,0 ,12 ,
24165000419,B02,재가노인복지시설 방문목욕,0 ,12 ,
24167000156,B01,재가노인복지시설 방문요양,0 ,17 ,
24167000156,B03,재가노인복지시설 주야간보호,51 ,43 ,
24167000160,B01,재가노인복지시설 방문요양,0 ,57 ,
24167000160,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000162,B01,재가노인복지시설 방문요양,0 ,25 ,
24167000162,B02,재가노인복지시설 방문목욕,0 ,1 ,
24167000167,B03,재가노인복지시설 주야간보호,64 ,60 ,
24167000169,B01,재가노인복지시설 방문요양,0 ,0 ,
24167000169,B03,재가노인복지시설 주야간보호,41 ,39 ,
24167000171,B03,재가노인복지시설 주야간보호,13 ,10 ,
24167000172,B01,재가노인복지시설 방문요양,0 ,36 ,
24167000172,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000173,B01,재가노인복지시설 방문요양,0 ,28 ,
24167000176,B03,재가노인복지시설 주야간보호,30 ,25 ,
24167000177,B01,재가노인복지시설 방문요양,0 ,10 ,
24167000177,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000179,B01,재가노인복지시설 방문요양,0 ,36 ,
24167000179,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000180,B01,재가노인복지시설 방문요양,0 ,2 ,
24167000181,B01,재가노인복지시설 방문요양,0 ,0 ,
24167000181,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000181,B05,재가노인복지시설 방문간호,0 ,0 ,
24167000183,B01,재가노인복지시설 방문요양,0 ,15 ,
24167000184,B01,재가노인복지시설 방문요양,0 ,36 ,
24167000187,B03,재가노인복지시설 주야간보호,38 ,35 ,
24167000189,B01,재가노인복지시설 방문요양,0 ,2 ,
24167000189,B02,재가노인복지시설 방문목욕,0 ,0 ,
24167000190,B01,재가노인복지시설 방문요양,0 ,0 ,
24167000193,B01,재가노인복지시설 방문요양,0 ,38 ,
24167000195,B01,재가노인복지시설 방문요양,0 ,0 ,
24167000196,B03,재가노인복지시설 주야간보호,29 ,1 ,
24167000198,B01,재가노인복지시설 방문요양,0 ,0 ,
24167000198,B02,재가노인복지시설 방문목욕,0 ,0 ,
24173000005,B01,재가노인복지시설 방문요양,0 ,40 ,
24173000005,B02,재가노인복지시설 방문목욕,0 ,0 ,
24173000005,B03,재가노인복지시설 주야간보호,38 ,38 ,
24173000006,B03,재가노인복지시설 주야간보호,30 ,31 ,
24173000014,B01,재가노인복지시설 방문요양,0 ,42 ,
24173000014,B02,재가노인복지시설 방문목욕,0 ,0 ,
24173000014,B03,재가노인복지시설 주야간보호,49 ,31 ,
24173000021,B03,재가노인복지시설 주야간보호,32 ,32 ,
24173000095,B03,재가노인복지시설 주야간보호,30 ,0 ,
24180000002,B03,재가노인복지시설 주야간보호,23 ,20 ,
24180000110,B01,재가노인복지시설 방문요양,100 ,101 ,
24180000111,B01,재가노인복지시설 방문요양,0 ,38 ,
24180000112,B01,재가노인복지시설 방문요양,100 ,16 ,
24180000112,B02,재가노인복지시설 방문목욕,100 ,0 ,
24180000115,B01,재가노인복지시설 방문요양,100 ,30 ,
24180000115,B02,재가노인복지시설 방문목욕,100 ,0 ,
24180000116,B01,재가노인복지시설 방문요양,100 ,0 ,
24180000116,B02,재가노인복지시설 방문목욕,100 ,0 ,
24180000117,B01,재가노인복지시설 방문요양,100 ,18 ,
24180000117,B02,재가노인복지시설 방문목욕,100 ,0 ,
24180000117,B03,재가노인복지시설 주야간보호,25 ,25 ,
24180000118,B01,재가노인복지시설 방문요양,0 ,3 ,
